Língua,Coleção,Título,Link
PT-BR,Conferência Geral Abril 2024,Apoiar a nova geração Michael T. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2024/04/26nelson?lang=por
PT-BR,Conferência Geral Abril 2024,Sejam um com Cristo Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2024/04/27cook?lang=por
PT-BR,Conferência Geral Abril 2024,"Milagres, anjos e o poder do sacerdócio Shayne M. Bowen",https://www.churchofjesuschrist.org/study/general-conference/2024/04/31bowen?lang=por
PT-BR,Conferência Geral Abril 2024,Preordenados a servir Steven R. Bangerter,https://www.churchofjesuschrist.org/study/general-conference/2024/04/32bangerter?lang=por
PT-BR,Conferência Geral Abril 2024,Fiéis até o fim Andrea Muñoz Spannaus,https://www.churchofjesuschrist.org/study/general-conference/2024/04/33spannaus?lang=por
PT-BR,Conferência Geral Abril 2024,Frutos que permanecem Matthew L. Carpenter,https://www.churchofjesuschrist.org/study/general-conference/2024/04/34carpenter?lang=por
PT-BR,Conferência Geral Abril 2024,Uma alegria mais elevada Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2024/04/35uchtdorf?lang=por
PT-BR,Conferência Geral Abril 2024,As palavras importam Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2024/04/41rasband?lang=por
PT-BR,Conferência Geral Abril 2024,"Orem, Deus perto está Susan H. Porter",https://www.churchofjesuschrist.org/study/general-conference/2024/04/42porter?lang=por
PT-BR,Conferência Geral Abril 2024,O poderoso ciclo virtuoso da doutrina de Cristo Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2024/04/43renlund?lang=por
PT-BR,Conferência Geral Abril 2024,Confia no Senhor Paul B. Pieper,https://www.churchofjesuschrist.org/study/general-conference/2024/04/44pieper?lang=por
PT-BR,Conferência Geral Abril 2024,Deus deseja levá-los para casa Patrick Kearon,https://www.churchofjesuschrist.org/study/general-conference/2024/04/45kearon?lang=por
PT-BR,Conferência Geral Abril 2024,“Sobrepujada pela alegria em Cristo” Brian K. Taylor,https://www.churchofjesuschrist.org/study/general-conference/2024/04/46taylor?lang=por
PT-BR,Conferência Geral Abril 2024,Convênios e responsabilidades Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2024/04/47oaks?lang=por
PT-BR,Conferência Geral Abril 2024,O testemunho de Jesus D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2024/04/51christofferson?lang=por
PT-BR,Conferência Geral Abril 2024,"Peçam ajuda, evitem quedas Taylor G. Godoy",https://www.churchofjesuschrist.org/study/general-conference/2024/04/52godoy?lang=por
PT-BR,Conferência Geral Abril 2024,Uma ponte entre os dois grandes mandamentos Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2024/04/53stevenson?lang=por
PT-BR,Conferência Geral Abril 2024,Oposição em todas as coisas Mathias Held,https://www.churchofjesuschrist.org/study/general-conference/2024/04/54held?lang=por
PT-BR,Conferência Geral Abril 2024,Templos: Casas do Senhor espalhadas pela Terra Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2024/04/55andersen?lang=por
PT-BR,Conferência Geral Abril 2024,É sábio para o Senhor que tenhamos o Livro de Mórmon Mark L. Pace,https://www.churchofjesuschrist.org/study/general-conference/2024/04/56pace?lang=por
PT-BR,Conferência Geral Abril 2024,Alegrar-se com a dádiva das chaves do sacerdócio Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2024/04/57nelson?lang=por
PT-BR,Conferência Geral Outubro 2023,“[No] caminho do seu dever” David A. Bednar,https://www.churchofjesuschrist.org/study/general-conference/2023/10/11bednar?lang=por
PT-BR,Conferência Geral Outubro 2023,Suportar o dia em Cristo Amy A. Wright,https://www.churchofjesuschrist.org/study/general-conference/2023/10/12wright?lang=por
PT-BR,Conferência Geral Outubro 2023,"Senhor, queríamos ver Jesus Robert M. Daines",https://www.churchofjesuschrist.org/study/general-conference/2023/10/13daines?lang=por
PT-BR,Conferência Geral Outubro 2023,Por amor à sua posteridade Carlos A. Godoy,https://www.churchofjesuschrist.org/study/general-conference/2023/10/14godoy?lang=por
PT-BR,Conferência Geral Outubro 2023,O poder selador D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2023/10/15christofferson?lang=por
PT-BR,Conferência Geral Outubro 2023,“Amarás o teu próximo” Ian S. Ardern,https://www.churchofjesuschrist.org/study/general-conference/2023/10/16ardern?lang=por
PT-BR,Conferência Geral Outubro 2023,Reinos de glória Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2023/10/17oaks?lang=por
PT-BR,Conferência Geral Outubro 2023,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais Henry B. Eyring",https://www.churchofjesuschrist.org/study/general-conference/2023/10/21eyring?lang=por
PT-BR,Conferência Geral Outubro 2023,Dízimo: Abrir as janelas do céu Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2023/10/22andersen?lang=por
PT-BR,Conferência Geral Outubro 2023,Preservar a voz do povo do convênio na nova geração Jan E. Newman,https://www.churchofjesuschrist.org/study/general-conference/2023/10/23newman?lang=por
PT-BR,Conferência Geral Outubro 2023,O poder de Jesus Cristo a cada dia de nossa vida Joaquin E. Costa,https://www.churchofjesuschrist.org/study/general-conference/2023/10/24costa?lang=por
PT-BR,Conferência Geral Outubro 2023,Sussurros do Espírito Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2023/10/25stevenson?lang=por
PT-BR,Conferência Geral Outubro 2023,Vocês desejam ser felizes? Yoon Hwan Choi,https://www.churchofjesuschrist.org/study/general-conference/2023/10/26choi?lang=por
PT-BR,Conferência Geral Outubro 2023,Deus conhece e ama vocês Alan T. Phillips,https://www.churchofjesuschrist.org/study/general-conference/2023/10/27phillips?lang=por
PT-BR,Conferência Geral Outubro 2023,Quão grande será sua alegria Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2023/10/28rasband?lang=por
PT-BR,Conferência Geral Outubro 2023,Emblemas de felicidade Gary B. Sabin,https://www.churchofjesuschrist.org/study/general-conference/2023/10/31sabin?lang=por
PT-BR,Conferência Geral Outubro 2023,Humilde para aceitar e seguir Joni L. Koch,https://www.churchofjesuschrist.org/study/general-conference/2023/10/32koch?lang=por
PT-BR,Conferência Geral Outubro 2023,Ver a família de Deus através de lentes panorâmicas Tamara W. Runia,https://www.churchofjesuschrist.org/study/general-conference/2023/10/33runia?lang=por
PT-BR,Conferência Geral Outubro 2023,Irmãos e irmãs em Cristo Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2023/10/34soares?lang=por
PT-BR,Conferência Geral Outubro 2023,"Hoje, ao profeta louvemos M. Russell Ballard",https://www.churchofjesuschrist.org/study/general-conference/2023/10/41ballard?lang=por
PT-BR,Conferência Geral Outubro 2023,Trilhar o caminho do relacionamento por convênio com Cristo Emily Belle Freeman,https://www.churchofjesuschrist.org/study/general-conference/2023/10/42freeman?lang=por
PT-BR,Conferência Geral Outubro 2023,Prestar testemunho de Jesus Cristo em palavras e ações Adilson de Paula Parrella,https://www.churchofjesuschrist.org/study/general-conference/2023/10/43parrella?lang=por
PT-BR,Conferência Geral Outubro 2023,Ser pacíficos seguidores de Cristo Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2023/10/44cook?lang=por
PT-BR,Conferência Geral Outubro 2023,O filho pródigo e o caminho que leva para casa Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2023/10/45uchtdorf?lang=por
PT-BR,Conferência Geral Outubro 2023,Mais do que um herói W. Christopher Waddell,https://www.churchofjesuschrist.org/study/general-conference/2023/10/46waddell?lang=por
PT-BR,Conferência Geral Outubro 2023,Nosso companheiro constante Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2023/10/47eyring?lang=por
PT-BR,Conferência Geral Outubro 2023,Jesus Cristo é o tesouro Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2023/10/57renlund?lang=por
PT-BR,Conferência Geral Outubro 2023,Verdade eterna John C. Pingree Jr.,https://www.churchofjesuschrist.org/study/general-conference/2023/10/52pingree?lang=por
PT-BR,Conferência Geral Outubro 2023,Lições divinas de paternidade e maternidade Valeri V. Cordón,https://www.churchofjesuschrist.org/study/general-conference/2023/10/53cordon?lang=por
PT-BR,Conferência Geral Outubro 2023,O poder de cura do Salvador nas ilhas do mar J. Kimo Esplin,https://www.churchofjesuschrist.org/study/general-conference/2023/10/55esplin?lang=por
PT-BR,Conferência Geral Outubro 2023,“Fala-se com amor” Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2023/10/54gong?lang=por
PT-BR,Conferência Geral Outubro 2023,Somos Seus filhos Christophe G. Giraud-Carrier,https://www.churchofjesuschrist.org/study/general-conference/2023/10/56giraud-carrier?lang=por
PT-BR,Conferência Geral Outubro 2023,Pensem celestial! Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2023/10/51nelson?lang=por
PT-BR,Conferência Geral Abril 2023,A maior história de Páscoa já contada Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2023/04/11stevenson?lang=por
PT-BR,Conferência Geral Abril 2023,Nunca perca uma oportunidade de testificar de Cristo Bonnie H. Cordon,https://www.churchofjesuschrist.org/study/general-conference/2023/04/12cordon?lang=por
PT-BR,Conferência Geral Abril 2023,Apenas siga em frente — com fé Carl B. Cook,https://www.churchofjesuschrist.org/study/general-conference/2023/04/13cook?lang=por
PT-BR,Conferência Geral Abril 2023,Ministrar Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2023/04/14gong?lang=por
PT-BR,Conferência Geral Abril 2023,Reunidos em segurança no lar celestial Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2023/04/15cook?lang=por
PT-BR,Conferência Geral Abril 2023,Um profeta vivo para os últimos dias Allen D. Haynie,https://www.churchofjesuschrist.org/study/general-conference/2023/04/16haynie?lang=por
PT-BR,Conferência Geral Abril 2023,Encontrar paz pessoal Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2023/04/17eyring?lang=por
PT-BR,Conferência Geral Abril 2023,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais Dallin H. Oaks",https://www.churchofjesuschrist.org/study/general-conference/2023/04/21oaks?lang=por
PT-BR,Conferência Geral Abril 2023,Acessar o poder de Deus por meio dos convênios Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2023/04/23renlund?lang=por
PT-BR,Conferência Geral Abril 2023,Ele podia me curar! Peter F. Meurs,https://www.churchofjesuschrist.org/study/general-conference/2023/04/24meurs?lang=por
PT-BR,Conferência Geral Abril 2023,Sua bênção patriarcal — Orientação inspirada do Pai Celestial Randall K. Bennett,https://www.churchofjesuschrist.org/study/general-conference/2023/04/25bennett?lang=por
PT-BR,Conferência Geral Abril 2023,“Nada pode haver tão belo e doce como o foi minha alegria” Craig C. Christensen,https://www.churchofjesuschrist.org/study/general-conference/2023/04/26christensen?lang=por
PT-BR,Conferência Geral Abril 2023,Confiança na doutrina de Cristo Evan A. Schmutz,https://www.churchofjesuschrist.org/study/general-conference/2023/04/27schmutz?lang=por
PT-BR,Conferência Geral Abril 2023,O trabalho de templo e história da família constituem o mesmo trabalho Benjamín De Hoyos,https://www.churchofjesuschrist.org/study/general-conference/2023/04/28de-hoyos?lang=por
PT-BR,Conferência Geral Abril 2023,Jesus Cristo é a força dos pais Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2023/04/29uchtdorf?lang=por
PT-BR,Conferência Geral Abril 2023,Uma atitude serena como a de Cristo Mark A. Bragg,https://www.churchofjesuschrist.org/study/general-conference/2023/04/31bragg?lang=por
PT-BR,Conferência Geral Abril 2023,Concentrar-se em Jesus Cristo Milton Camargo,https://www.churchofjesuschrist.org/study/general-conference/2023/04/32camargo?lang=por
PT-BR,Conferência Geral Abril 2023,Eu realmente fui perdoado? K. Brett Nattress,https://www.churchofjesuschrist.org/study/general-conference/2023/04/33nattress?lang=por
PT-BR,Conferência Geral Abril 2023,O Senhor Jesus Cristo nos ensina a ministrar Juan A. Uceda,https://www.churchofjesuschrist.org/study/general-conference/2023/04/34uceda?lang=por
PT-BR,Conferência Geral Abril 2023,“Um em Cristo” D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2023/04/41christofferson?lang=por
PT-BR,Conferência Geral Abril 2023,Jesus Cristo é nossa fonte de alívio Camille N. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2023/04/42johnson?lang=por
PT-BR,Conferência Geral Abril 2023,Seguidores do Príncipe da Paz Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2023/04/43soares?lang=por
PT-BR,Conferência Geral Abril 2023,Quando receber sua bênção patriarcal Kazuhiko Yamashita,https://www.churchofjesuschrist.org/study/general-conference/2023/04/44yamashita?lang=por
PT-BR,Conferência Geral Abril 2023,Tendo fixado a mente nesse pensamento sobre Jesus Cristo Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2023/04/45andersen?lang=por
PT-BR,Conferência Geral Abril 2023,“Uma voz de alegria!” Kevin R. Duncan,https://www.churchofjesuschrist.org/study/general-conference/2023/04/46duncan?lang=por
PT-BR,Conferência Geral Abril 2023,Precisa-se de pacificadores Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2023/04/47nelson?lang=por
PT-BR,Conferência Geral Abril 2023,Os ensinamentos de Jesus Cristo Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2023/04/51oaks?lang=por
PT-BR,Conferência Geral Abril 2023,Lembrar-se das coisas que mais importam M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2023/04/52ballard?lang=por
PT-BR,Conferência Geral Abril 2023,“Hosana ao Deus Altíssimo” Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2023/04/53rasband?lang=por
PT-BR,Conferência Geral Abril 2023,A colheita imperfeita Vern P. Stanfill,https://www.churchofjesuschrist.org/study/general-conference/2023/04/54stanfill?lang=por
PT-BR,Conferência Geral Abril 2023,Após o quarto dia W. Mark Bassett,https://www.churchofjesuschrist.org/study/general-conference/2023/04/55bassett?lang=por
PT-BR,Conferência Geral Abril 2023,"“Você sabe por que eu, sendo cristão, acredito em Cristo?” Ahmad S. Corbitt",https://www.churchofjesuschrist.org/study/general-conference/2023/04/56corbitt?lang=por
PT-BR,Conferência Geral Abril 2023,"“Tu permanecerás em mim e eu, em ti; portanto, anda comigo” David A. Bednar",https://www.churchofjesuschrist.org/study/general-conference/2023/04/57bednar?lang=por
PT-BR,Conferência Geral Abril 2023,A resposta é sempre Jesus Cristo Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2023/04/58nelson?lang=por
PT-BR,Conferência Geral Outubro 2022,Ajudar os pobres e necessitados Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2022/10/18oaks?lang=por
